feature_id	tweet_id_str	tweet_text	tweet_created_at	tweet_user_location	tweet_user_timezone	tweet_coordinates_latitude	tweet_coordinates_longitude	tweet_placeid	char_position	text	geoNameId	toponym	country_code	longitude	latitude	surrogate_geojson	uncertain_semantics	vague	overlapping_ambiguous	non_overlapping_ambiguous	not_in_geonames
3237	515638387001536512	Pakistan Awami Tehreek (PAT) Protest at the United Nations Secretariat http://t.co/8dUtxmkSRK @locke @AlanFisher @AJELive @azadessa	Fri Sep 26 23:05:46 +0000 2014	UK					44	United Nations Secretariat	5141947	United Nations Headquarters	US	-73.96792	40.74955						
3238	490210162968645632	Vaccination is your best defense against viruses such as the measles, mumps and rubella. http://t.co/02fhHcD9R0  #healthyOSU	Fri Jul 18 19:03:05 +0000 2014	Columbus, Ohio	Quito																
3239	510111396861067265	"RT @tfootballlover: ""I've taken violence off the terracing and onto the pitch."" ~Vinny Jones"	Thu Sep 11 17:03:29 +0000 2014	Leicestershire																	
3240	558822223125807104	It’s basically a funrun with obstacles that aim to raise funds for the flood victims. Jom tolong kami. #MGKarnival http://t.co/ullOEu9G5j	Sat Jan 24 03:02:55 +0000 2015	"#Raij?Runners #RR2219"	Kuala Lumpur																
3241	509945297926373376	RT @GHhub: Prevention or Cure, What's the Best Approach to Malaria Control? http://t.co/3hJbjn0CUW @fightingmalaria #control #cure	Thu Sep 11 06:03:28 +0000 2014																		
3242	536837898624958464	Most parents and children have not experienced many of the vaccine-preventable diseases like #diphtheria, #polio, #measles, and #chickenpox.	Mon Nov 24 11:05:03 +0000 2014	Casselberry Florida 32707																	
3243	541578284979728384	The Rebels were out in force yesterday. Come out and see us today at @Steelcitycon ! @rebellegion @GarrisonCarida http://t.co/i00PweYQv3	Sun Dec 07 13:01:39 +0000 2014	Pennsylvania/Deleware																	
3244	559790160682827776	RT @drshow: Why are measles making a comeback? Most who contract the disease aren't vaccinated, experts say. We discuss at 10/9c: http://t.…	Mon Jan 26 19:09:09 +0000 2015	Santa Cruz, CA	Pacific Time (US & Canada)																
3245	515532937316401153	@Swamy39 Answer this. Is Modi an accused in any of the riot cases at present in India? No? Okay, so on what basis is the anti-suit given?	Fri Sep 26 16:06:45 +0000 2014		New Delhi				80	India	1269750	Republic of India	IN	79	22						
3246	498083119866843136	Never 4get: many rebels that bring the revolution/war/peace, Do Not survive the Peace, they usually die soon&amp;R Removed@RepReneeEllmers	Sat Aug 09 12:27:24 +0000 2014	Toronto, On. Canada																	
3247	494014656777048064	RT @plussone: There are about 100 supporters of #Gaza chanting #Shame at the supporters of #Israel's violence #ICC4Israel #Chicago http://t…	Tue Jul 29 07:00:47 +0000 2014	"JHB "					49	Gaza	281133	Gaza	PS	34.46667	31.5	"{""features"":[{""geometry"":{""coordinates"":[34.46667,31.5]},""properties"":{""geoNameId"":281133,""toponym"":""Gaza"",""countryCode"":""PS"",""positions"":[49]}},{""geometry"":{""coordinates"":[34.33333,31.41667]},""properties"":{""geoNameId"":281132,""toponym"":""Gaza Strip"",""countryCode"":""PS"",""positions"":[49]}}]}"			true		
3248	494014656777048064	RT @plussone: There are about 100 supporters of #Gaza chanting #Shame at the supporters of #Israel's violence #ICC4Israel #Chicago http://t…	Tue Jul 29 07:00:47 +0000 2014	"JHB "					92	Israel	294640	State of Israel	IL	34.75	31.5						
3249	494014656777048064	RT @plussone: There are about 100 supporters of #Gaza chanting #Shame at the supporters of #Israel's violence #ICC4Israel #Chicago http://t…	Tue Jul 29 07:00:47 +0000 2014	"JHB "					115	Israel	294640	State of Israel	IL	34.75	31.5						
3250	494014656777048064	RT @plussone: There are about 100 supporters of #Gaza chanting #Shame at the supporters of #Israel's violence #ICC4Israel #Chicago http://t…	Tue Jul 29 07:00:47 +0000 2014	"JHB "					123	Chicago	4887398	Chicago	US	-87.65005	41.85003						
3251	531327744651853824	"RT @minabuttell: ""How much for the horse tornado?""
""Sir, that's a carousel."""	Sun Nov 09 06:09:40 +0000 2014																		
3252	494422223516483586	"RT @Iamphantom_: ""@YinkaBlaize: The Ebola virus has made HIV look like malaria.""True"	Wed Jul 30 10:00:18 +0000 2014	"Ada n Jay.                  "	Amsterdam																
3253	489786777675509761	@KWCH12 news story on how we're partnering with state and local health departments to stop the spread of measles. http://t.co/iHnGNsxI6E	Thu Jul 17 15:00:42 +0000 2014	Kansas and Oklahoma	Central Time (US & Canada)																
3254	522718942172020736	At 820am - tracking the ebola story to Cleveland with correspondent Greg Saber.	Thu Oct 16 12:01:22 +0000 2014	Buffalo, N.Y.	Eastern Time (US & Canada)				39	Cleveland	5150529	Cleveland	US	-81.69541	41.4995						
3255	560366950522834944	"The best wing-man knows when the opposition sees your game plan and switches it up from 4-4-2 to a 3-5-2. ""Flood the centre"" play ""up top"""	Wed Jan 28 09:21:06 +0000 2015	"Soweto or Midrand "	Cape Verde Is.																
3256	561631120392200192	"RT @ChrisWilde801: In the field of fire
an ice maiden slowly dies
part of nature's beauty
to melt and bring new life
#HeartSoup #poem http:…"	Sat Jan 31 21:04:28 +0000 2015	Cape Town																	
3257	556557002567319552	"RT @Patriotic_Me: Muslims are behind the organization, coordination and incitement of the Ferguson protest / riots
 @Patriotic_Me"	Sat Jan 17 21:01:44 +0000 2015	"ON. Can. "					90	Ferguson	4386387	Ferguson	US	-90.30539	38.74422						
3258	516996939007541248	Trailer: 'Star Wars Rebels': Set between the prequels and OT, 'Rebels' will premiere Oct. 3 on the Disney Chan... http://t.co/xhZP5PgTRh	Tue Sep 30 17:04:10 +0000 2014	Indianapolis																	
3259	502077934643867648	RT @firstpostin: After Godhra riots... now he is the head of the whole nation, now he needs non-violence to rule the people: #IromSharmila …	Wed Aug 20 13:01:22 +0000 2014	"Bangalore/TamilNadu/Imphal "	New Delhi				23	Godhra	1271107	Godhra	IN	73.61488	22.77547						
3260	537169737634316288	"Obama the Drone King says; ""There's never a reason for violence."" #Ferguson"	Tue Nov 25 09:03:40 +0000 2014	.	Central Time (US & Canada)				67	Ferguson	4386387	Ferguson	US	-90.30539	38.74422						
3261	555379914073858048	RT @taahir_khan: Peshawar police take Imran Khan out of the Army Public School from back side to avoid protest by angry parents of slain ch…	Wed Jan 14 15:04:24 +0000 2015	Rabwah	Central Time (US & Canada)				17	Peshawar	1168197	Peshawar	PK	71.57849	34.008		true				
3262	555379914073858048	RT @taahir_khan: Peshawar police take Imran Khan out of the Army Public School from back side to avoid protest by angry parents of slain ch…	Wed Jan 14 15:04:24 +0000 2015	Rabwah	Central Time (US & Canada)				60	Army Public School	1168197	Peshawar	PK	71.57849	34.008						true
3263	545007286071332864	Its so sad and I cant imagine seeing people of my religion committing crimes of terrorism in the name of my God? What God commends violence?	Wed Dec 17 00:07:17 +0000 2014		Eastern Time (US & Canada)																
3264	561631093842276352	RT rochagal: cbolgerr Surely you met ( at the very least) one decent citizen at today's #water #protest ? Independent_ie	Sat Jan 31 21:04:22 +0000 2015	Worldwide	Urumqi																
3265	495511036787961857	RT @fourhourtarget: I'm getting a few RTs for the Ebola/Measles RT. To clarify, it's not meaning we should ignore Ebola; just that measles …	Sat Aug 02 10:06:52 +0000 2014	Levenshulme, Manchester	London																
3266	557116061472927744	Seattle Seahawks win causes an EARTHQUAKE: Last night when the Seattle Seahawks beat the Green Bay Packers by ... http://t.co/MpUNFGlV6E	Mon Jan 19 10:03:14 +0000 2015		Nairobi																
3267	540582148907220992	"RT @EuromaidanPR: Comparing the uniforms of ""rebels"" in the #Donetsk region and of #Russian SOF in #Grozny @Fbeyeee |EMPR http://t.co/8NJpM…"	Thu Dec 04 19:03:22 +0000 2014		Athens				61	Donetsk	709717	Donetsk	UA	37.80224	48.023						
3268	540582148907220992	"RT @EuromaidanPR: Comparing the uniforms of ""rebels"" in the #Donetsk region and of #Russian SOF in #Grozny @Fbeyeee |EMPR http://t.co/8NJpM…"	Thu Dec 04 19:03:22 +0000 2014		Athens				100	Grozny	558418	Groznyy	RU	45.68895	43.31195						
3269	496702718904664064	Wow a tornado touched down out here. Glad it was in the rural area. http://t.co/yeI4BIWbfR	Tue Aug 05 17:02:11 +0000 2014																		
3270	511696034381455361	RT @MarissaCarlton7: There are way too many domestic violence issues coming up in the NFL..	Tue Sep 16 02:00:16 +0000 2014		Pacific Time (US & Canada)																
3271	555877920497868801	@oJaison I'd think it is self evident that you have no right to protest on private property. Shouldn't need the ACLU to explain that.	Fri Jan 16 00:03:18 +0000 2015	United States																	
3272	493290580857061376	RT @cnnbrk: American doctor trying to quell Ebola outbreak in Liberia has been infected with the virus, aid organization says. http://t.co/…	Sun Jul 27 07:03:34 +0000 2014	Lagos Nigeria	West Central Africa				62	Liberia	2275384	Republic of Liberia	LR	-9.5	6.5						
3273	501232877091450880	By throwing things in the streets and the police you are frowning upon MLK's no violence approach and destroying the streets that you reside	Mon Aug 18 05:03:25 +0000 2014	"in the studio "	Eastern Time (US & Canada)																
3274	519006413503610880	@JamisonRice1 haha yeah when people are outside videoing the rain falling.. Clear sign they aren't used to the tornado belt lol	Mon Oct 06 06:09:06 +0000 2014																		
3275	560588959328108545	MJ Flood Technology to create 20 jobs on the back of Office 365 success @MJFloodTech #jobfairy #positiveireland http://t.co/skLxdplnHL	Thu Jan 29 00:03:17 +0000 2015		Dublin				104	ireland	2963597	Ireland	IE	-8	53						
3276	546456584566865920	RT @dantebarry: We are deeply saddened to hear of the death of two police officers in BK . Violence against any community is something that…	Sun Dec 21 00:06:17 +0000 2014	New York City	Eastern Time (US & Canada)																
3277	517057500848201730	RT @knoxvilleturks: Ebola in the US ?	Tue Sep 30 21:04:49 +0000 2014		Kyiv																
3278	515834562359078912	RT @Queen_UK: The RAF are heading to Iraq. Going to fire a few warning shots at France on the way out. #TwoBirdsOneStone	Sat Sep 27 12:05:18 +0000 2014	Ljubljana	Ljubljana				37	Iraq	99237	Republic of Iraq	IQ	44	33						
3279	515834562359078912	RT @Queen_UK: The RAF are heading to Iraq. Going to fire a few warning shots at France on the way out. #TwoBirdsOneStone	Sat Sep 27 12:05:18 +0000 2014	Ljubljana	Ljubljana				80	France	3017382	Republic of France	FR	2	46						
3280	546742528678977536	RT @rodimusprime: The mental gymnastics that will have to be done to dismiss the shooting of his ex-girlfriend while blaming protest for th…	Sun Dec 21 19:02:31 +0000 2014																		
3281	521044237802950656	Protest over police shootings draws hundreds to St. Louis: The weekend demonstrations focus not only on the Au... http://t.co/x9W4bTEHQH	Sat Oct 11 21:06:41 +0000 2014	Charlotte NC	Eastern Time (US & Canada)				48	St. Louis	4407066	St. Louis	US	-90.19789	38.62727						
3282	550336983495483394	RT @deray: There are about 100 protestors out front in of the metro police department. Protest. #Ferguson	Wed Dec 31 17:05:36 +0000 2014						97	Ferguson	4386387	Ferguson	US	-90.30539	38.74422						
3283	537290432049188864	Thousands have gathered in Bratislava to protest against the government &amp; corruption: http://t.co/xdbJyMvDlo ..starting to be a weekly event	Tue Nov 25 17:03:16 +0000 2014	London, UCL - SSEES	London				27	Bratislava	3060972	Bratislava	SK	17.10674	48.14816						
3284	532052455186374658	"RT @ColorsTV: Saif &amp; @KapilSharmaK9 create a laughter riot together! Don't miss the fun!

#ComedyNightsWithKapil Sat-Sun, 10PM --&gt; http://t…"	Tue Nov 11 06:09:25 +0000 2014	Tarakeswar, Westbengal, India																	
3285	499568104960450560	RT @democracynow: The Rise of ISIS: US Invasion of Iraq, Foreign Backing of Syrian Rebels Helped Fuel Jihadis’ Advance http://t.co/OpjriCMM…	Wed Aug 13 14:48:12 +0000 2014		Amsterdam				36	US	6252001	United States	US	-98.5	39.76						
3286	499568104960450560	RT @democracynow: The Rise of ISIS: US Invasion of Iraq, Foreign Backing of Syrian Rebels Helped Fuel Jihadis’ Advance http://t.co/OpjriCMM…	Wed Aug 13 14:48:12 +0000 2014		Amsterdam				51	Iraq	99237	Republic of Iraq	IQ	44	33						
3287	560997514548350977	Timothy Seth Avett as Darling - Awaiting the Flood: http://t.co/RSH1veRXGO	Fri Jan 30 03:06:44 +0000 2015		Arizona	35.258295	-93.122166	c09505551daee91a													
3288	531658317819420674	Syem - Lil Mother Fucker ?RIOT ON THE GRILL? #nowplaying	Mon Nov 10 04:03:15 +0000 2014	??????????,????????	Tokyo																
3289	509416774161694720	Hope yall find a way to riot and get Godell erased off the planet too!	Tue Sep 09 19:03:18 +0000 2014	Somewhere on Google	Eastern Time (US & Canada)																
3290	546713268140916737	RT @estherarmah: The tragedy of police killing cannot &amp; shld not silence the protest of killings of black/brown pple by police nor demands …	Sun Dec 21 17:06:15 +0000 2014		Atlantic Time (Canada)																
3291	508449995373027329	"#Health Third American With Ebola Evacuated to Nebraska: A plane carrying Rick Sacra, MD, the third American h...  http://t.co/7MgQxWSbey"	Sun Sep 07 03:01:40 +0000 2014	Brasil					47	Nebraska	5073708	Nebraska	US	-99.75067	41.50028						
3292	518823044211834880	Grandma can't say Ebola so she just calls it the flu.	Sun Oct 05 18:00:27 +0000 2014		Eastern Time (US & Canada)																
3293	529394330893832194	Russia under fire over rebel vote - Germany says Russian backing for the outcome of elections held by rebels in Uk... http://t.co/0sX7sDcoFM	Mon Nov 03 22:06:58 +0000 2014						0	Russia	2017370	Russian Federation	RU	100	60						
3294	529394330893832194	Russia under fire over rebel vote - Germany says Russian backing for the outcome of elections held by rebels in Uk... http://t.co/0sX7sDcoFM	Mon Nov 03 22:06:58 +0000 2014						36	Germany	2921044	Federal Republic of Germany	DE	10.5	51.5						
3295	529394330893832194	Russia under fire over rebel vote - Germany says Russian backing for the outcome of elections held by rebels in Uk... http://t.co/0sX7sDcoFM	Mon Nov 03 22:06:58 +0000 2014						112	Uk	690791	Ukraine	UA	32	49						
3296	548373066246799361	"Set de fotos: the-tornado-of-souls: gritos-silenciosos-11: cambiara-la-vida: no-me-conoces-no-opines: ""La... http://t.co/SndYOS6EI9"	Fri Dec 26 07:01:41 +0000 2014	Qta. Normal, Stgo., Chile.	La Paz																
3297	535041175980625920	RT @Nick_Batzig: I believe in an historical Adam, an historical world-wide flood and the resurrection of an historical Jesus. Historicity d…	Wed Nov 19 12:05:31 +0000 2014	Knoxville, TN	Central Time (US & Canada)																
3298	514098135342542849	RT @RT_America: Police presence building up at one end of the protest #FloodWallStreet http://t.co/k0UE8kOJXK	Mon Sep 22 17:05:21 +0000 2014	Las Vegas, Nevada	Pacific Time (US & Canada)				76	WallStreet	6930486	Wall Street	US	-74.00988	40.70579						
3299	559985725601357824	RT @WomensAgenda: In 2015, we must make sure Rosie Batty's courage sparks real change in the way we treat family violence http://t.co/wDlkZ…	Tue Jan 27 08:06:15 +0000 2015	Brisbane, Australia	Brisbane																
3300	559954771134521345	Armour: No PR nightmare the NFL can't make worse: From domestic violence to Deflategate, NFL has botched the b...  http://t.co/PzZMn6Qd7A	Tue Jan 27 06:03:15 +0000 2015																		
3301	509869054698340352	Of course the tornado warning is cancelled at 8:59 when #bb16 is already over. Imma slap Mother Nature when I see her next. Slap.	Thu Sep 11 01:00:30 +0000 2014	PVL/CLE/AKR	Eastern Time (US & Canada)																
3302	487659277650522112	RT @junkymotown: The most powerful earthquake to hit the Channel Islands in decades... and the best quote in centuries. #guernsey http://t.…	Fri Jul 11 18:06:46 +0000 2014	Guernsey and Jersey	London																
3303	529547002368253952	RT AFP: Pro-government Libyan forces fire at Islamist militiamen near the port in Benghazi http://t.co/x1yHtJzlpF	Tue Nov 04 08:13:38 +0000 2014		Paris				82	Benghazi	88319	Benghazi	LY	20.06859	32.11486						
3304	546034103481827328	http://t.co/vC3OFSNmeX The Savvy Plan to Combat Malaria With Mobile Phones #Technova	Fri Dec 19 20:07:29 +0000 2014																		
3305	522010569633980416	a woman contracted ebola, first person in the United States to contract it	Tue Oct 14 13:06:32 +0000 2014		Arizona																
3306	561239270166646784	Here's our story on the Swan Pond fire: Snow buried hydrants, water main break hampers firefighters at Walpole blaze http://t.co/TEQWGo40Yj	Fri Jan 30 19:07:23 +0000 2015	Walpole, MA	Eastern Time (US & Canada)				24	Swan Pond	7270087	Walpole Station	US	-71.2581	42.1453			true			true
3307	561239270166646784	Here's our story on the Swan Pond fire: Snow buried hydrants, water main break hampers firefighters at Walpole blaze http://t.co/TEQWGo40Yj	Fri Jan 30 19:07:23 +0000 2015	Walpole, MA	Eastern Time (US & Canada)				103	Walpole	4954364	Walpole	US	-71.2495	42.14177						
3308	519957120276377600	ALFRETON TORNADO: Volunteers come to the aid of stricken residents left traumatised by 'terrifying' tw... http://t.co/3arySTf9fX #avnews	Wed Oct 08 21:06:52 +0000 2014	Amber Valley, Derbyshire	Casablanca				0	ALFRETON	2657508	Alfreton	GB	-1.38376	53.09766						
3309	545807366802112512	Thank you @StephenAtHome for many years of laughing when the news made me want to cry or riot. You will be missed. #ColbertReport	Fri Dec 19 05:06:31 +0000 2014	Ohio	Eastern Time (US & Canada)																
3310	494542973921931264	RT @chunkymark: The whole of the middle east is on fire Syria Iraq Gaza Libya ..who is lighting them? @tom_watson	Wed Jul 30 18:00:07 +0000 2014	England					33	middle east	6269133	Middle East		35.85869	33.13906						
3311	494542973921931264	RT @chunkymark: The whole of the middle east is on fire Syria Iraq Gaza Libya ..who is lighting them? @tom_watson	Wed Jul 30 18:00:07 +0000 2014	England					56	Syria	163843	Syrian Arab Republic	SY	38	35						
3312	494542973921931264	RT @chunkymark: The whole of the middle east is on fire Syria Iraq Gaza Libya ..who is lighting them? @tom_watson	Wed Jul 30 18:00:07 +0000 2014	England					62	Iraq	99237	Republic of Iraq	IQ	44	33						
3313	494542973921931264	RT @chunkymark: The whole of the middle east is on fire Syria Iraq Gaza Libya ..who is lighting them? @tom_watson	Wed Jul 30 18:00:07 +0000 2014	England					67	Gaza	281132	Gaza Strip	PS	34.33333	31.41667						
3314	494542973921931264	RT @chunkymark: The whole of the middle east is on fire Syria Iraq Gaza Libya ..who is lighting them? @tom_watson	Wed Jul 30 18:00:07 +0000 2014	England					72	Libya	2215636	Libya	LY	17	28						
3315	487975121999503360	RT @MayoClinic: Mayo Clinic has it's own manufacturing department, and was able to make enough of the measles virus for Stacy's infusion. #…	Sat Jul 12 15:01:49 +0000 2014																		
3316	503316215042146304	RT @seamymsg: #kaempamalmoe Swedish fascist police protecting the Nazis by trampling those who came to protest against them! http://t.co/2c…	Sat Aug 23 23:01:51 +0000 2014	Germany																	
3317	490859764264734721	Unless I catch a flu in the airport.	Sun Jul 20 14:04:22 +0000 2014	@UberHaxorHaha	Atlantic Time (Canada)																
3318	512557528795058176	The union is dead, the game is over and the rebels have won ?#FreedomForScotland	Thu Sep 18 11:03:32 +0000 2014	Glasgow, Uk					73	Scotland	2638360	Scotland	GB	-4	56						
3319	547091310633844736	@sportsmockery he'll be out of next game with mumps or measles or scurvy. Maybe a headache, hang nail or just probably his time of the month	Mon Dec 22 18:08:27 +0000 2014	North of hell/South of heaven																	
3320	487991032332967936	"BBC news: 'Porn Videos Flood YouTube'

That's the second best flood this year."	Sat Jul 12 16:05:03 +0000 2014		Chennai																
3321	512270487293267969	[[?#CristoTeAma?]] Meredith Vieira Shares Her Experience With Domestic Violence: The ta... http://t.co/eMuFlriNQP [[?#CristoTeAma?]]	Wed Sep 17 16:02:56 +0000 2014		Atlantic Time (Canada)																
3322	557660230080008192	So apparently the aching all over was not flu it was however some pretty severe muscle damage to my back and shoulder coupled with a cold ?	Tue Jan 20 22:05:34 +0000 2015	liverpool		53.383802	-2.711999	08cbe688c95171d1													
3323	556074063097913345	"RT @MujahidaRani: #JamiatProtest No doubt the cause of protest is rite
if Jamiat did anything wrong Police must caught them in a LEGALway
#…"	Fri Jan 16 13:02:42 +0000 2015	Pakistan	Baku																
3324	522991456668372993	"RT @Max_Fisher: Threats, ranked
1) Traffic accidents
2) Climate change
3) WW3 breaking out in Baltics
4) The flu
5) ISIS
6) Literally anyth…"	Fri Oct 17 06:04:14 +0000 2014	iPhone: 41.303814,-95.896690	Eastern Time (US & Canada)																
3325	486148226962432000	I've gone thru the fire and I've been thru the flood. I've been broken into pieces, seen lightning flashing from above.	Mon Jul 07 14:02:24 +0000 2014	On the Beach	Quito																
3326	533954491591454720	I wake up to take Toby to the restroom and its freakin tornado season outside! ? I hate the wind	Sun Nov 16 12:07:25 +0000 2014																		
3327	546336350015086593	@fucktrace There was a riot at the mall 15 min away from my house. I'll link this shit to you, hold on.	Sat Dec 20 16:08:30 +0000 2014	Toledo, Ohio	Eastern Time (US & Canada)																
3328	537456640283275264	RT @just1lacey: If violence solved problems we would have world peace by now. Let's find another way to get the point across. #fergusonprot…	Wed Nov 26 04:03:43 +0000 2014	KATY, TX USA	Central Time (US & Canada)				127	ferguson	4386387	Ferguson	US	-90.30539	38.74422						
3329	496280708050984960	RT @thinkprogress: Thousands protest at the White House as new wave of violence erupts in Gaza http://t.co/hHEgh1Zk2G http://t.co/8GPQq61RNO	Mon Aug 04 13:05:15 +0000 2014	From sea to shining sea.	Bangkok				90	Gaza	281133	Gaza	PS	34.46667	31.5	"{""features"":[{""geometry"":{""coordinates"":[34.33333,31.41667]},""properties"":{""geoNameId"":281132,""toponym"":""Gaza Strip"",""countryCode"":""PS"",""positions"":[90]}},{""geometry"":{""coordinates"":[34.45591,31.25857]},""properties"":{""geoNameId"":7870269,""toponym"":""Gaza"",""countryCode"":""IL"",""positions"":[90]}},{""geometry"":{""coordinates"":[34.46667,31.5]},""properties"":{""geoNameId"":281133,""toponym"":""Gaza"",""countryCode"":""PS"",""positions"":[90]}}]}"			true		
3330	496280708050984960	RT @thinkprogress: Thousands protest at the White House as new wave of violence erupts in Gaza http://t.co/hHEgh1Zk2G http://t.co/8GPQq61RNO	Mon Aug 04 13:05:15 +0000 2014	From sea to shining sea.	Bangkok				44	White House	4140704	The White House	US	-77.03637	38.89761						
3331	549613145895874560	"@trefethenfamily Support the Napa Co Farm Bureau Rebuilding Fund from recent earthquake at http://t.co/YrBxsZdS4d.""Shaken,not deterred!"" RT"	Mon Dec 29 17:09:19 +0000 2014	National	Pacific Time (US & Canada)																
3332	499451904414318592	ARM THE SYRIAN REBELS?  MAYBE.  THE KURDS?  NEVER.  In ObamaWorld It’s Never the Ri .. ConservativeBlog http://t.co/jwcdBSzrP4	Wed Aug 13 07:06:28 +0000 2014	The USA																	
3333	487491734881198080	Check this out Wake of the Flood by Grateful Dead #Vinyl 1973 #GratefulDead #Records #Jam Band  http://t.co/P99I86alNL #eBay	Fri Jul 11 07:01:01 +0000 2014	San Franpsycho	Pacific Time (US & Canada)																
3334	555726244273074177	"RT @albd1971: What BNP Jamaat does to people in the name of political movement: 9 January 2014 
#Bangladesh #Politics #Violence http://t.co…"	Thu Jan 15 14:00:36 +0000 2015	Dhaka	Dhaka				97	Bangladesh	1210997	Bangladesh	BD	90	24						
3335	517782507337814016	RT @AngryGoTFan: THEY RUINED THE WALK? TIME FOR A NAKED RIOT!!! #NOONEUNDERSTAAANDS #GAMEOFTHRONES	Thu Oct 02 21:05:44 +0000 2014	Hartlepool	Amsterdam																
3336	549868537976979457	@CLawSoHard did you then clean the dishes by putting hand soap in the dish washer and flood the kitchen...again?	Tue Dec 30 10:04:10 +0000 2014	Pittsburgh, Pa	Eastern Time (US & Canada)																
3337	492685834143821825	Liberian man infected with Ebola Virus in Lagos Is Dead!: Yesterday, 15th July the Lagos State Ministry of Hea... http://t.co/exDrfDfXi3	Fri Jul 25 15:00:31 +0000 2014	Lagos	Arizona				42	Lagos	2332459	Lagos	NG	3.39467	6.45407	"{""features"":[{""geometry"":{""coordinates"":[3.3522,6.53774]},""properties"":{""geoNameId"":2332453,""toponym"":""Lagos State"",""countryCode"":""NG"",""positions"":[42]}},{""geometry"":{""coordinates"":[3.39467,6.45407]},""properties"":{""geoNameId"":2332459,""toponym"":""Lagos"",""countryCode"":""NG"",""positions"":[42]}}]}"			true		
3338	520168234663038976	RT @CptRabbitJenny: that's right and then the Nobel prize goes to Blair @Froufrou42 we still have no cure for malaria and diarrhea kills ma…	Thu Oct 09 11:05:46 +0000 2014																		
3339	559244860147118081	RT @OleMissFB: Wonderful ceremony with two great Rebels representing the #Flagship. @Quez_G @Metcalf79 @WalterCampFF http://t.co/YOcnxIttrl	Sun Jan 25 07:02:19 +0000 2015	Oxford, MS	Central Time (US & Canada)																
3340	520863921918324736	RT @nickopiyo: Uganda rans 2 the U.S. 2employ soldiers 2 fight the LRA,finance HIV, malaria,TB prevention fights &amp;yet we harp abt Chinese '…	Sat Oct 11 09:10:10 +0000 2014	Kampala, Uganda.	Baghdad				15	Uganda	226074	Republic of Uganda	UG	32.5	1.25						
3341	520863921918324736	RT @nickopiyo: Uganda rans 2 the U.S. 2employ soldiers 2 fight the LRA,finance HIV, malaria,TB prevention fights &amp;yet we harp abt Chinese '…	Sat Oct 11 09:10:10 +0000 2014	Kampala, Uganda.	Baghdad				33	U.S	6252001	United States	US	-98.5	39.76						
3342	499103492108066817	@KevlinHenney Whereas measles *does* kill children.  And it's tragic that it should do so in countries with the health care to prevent it.	Tue Aug 12 08:02:00 +0000 2014	South Gloucestershire	Casablanca																
3343	518173713431543808	so whare is the protest against these banks who don't give as mush as 5 percent back on your saving but used your money to invest and make b	Fri Oct 03 23:00:15 +0000 2014	silver spring md 20904	Atlantic Time (Canada)																
3344	485921154897424387	The Riot on Sports Radio One will air 07/09. http://t.co/NfE22Ox7hZ #BlogTalkRadio	Sun Jul 06 23:00:05 +0000 2014		Eastern Time (US & Canada)																
3345	544599755008274433	RT @TheVampsTristan: I may or may not be cooking food tonight, yes the fire-brigade are on speed dial! #MerryTrismas	Mon Dec 15 21:07:54 +0000 2014	1/9/13 || 14/10/14 || 2/5/15	Amsterdam																
3346	561540899759718400	Joining #nerdland to discuss the measles outbreak from the Super Bowl arena: @craigmelvin	Sat Jan 31 15:05:58 +0000 2015	New York, NY	Eastern Time (US & Canada)																
3347	531614093560385536	"Earthquake: 3.3 quake strikes near the Geysers, Calif.   http://t.co/SR7SLWzs67
  #calif #usgs"	Mon Nov 10 01:07:31 +0000 2014	Loz Angelez	Arizona				35	the Geysers	5352058	The Geysers	US	-122.75527	38.77491						
3348	531614093560385536	"Earthquake: 3.3 quake strikes near the Geysers, Calif.   http://t.co/SR7SLWzs67
  #calif #usgs"	Mon Nov 10 01:07:31 +0000 2014	Loz Angelez	Arizona				48	Calif	5332921	California	US	-119.75126	37.25022						
3349	531614093560385536	"Earthquake: 3.3 quake strikes near the Geysers, Calif.   http://t.co/SR7SLWzs67
  #calif #usgs"	Mon Nov 10 01:07:31 +0000 2014	Loz Angelez	Arizona				83	Calif	5332921	California	US	-119.75126	37.25022						
3350	532669306249560064	RT @Mofmars333: Flu Vax Killed &amp; Injured Over 93,000 US Citizens Will this yr B different? |http://t.co/digT0VCzbg via @The Liberty Beacon …	Wed Nov 12 23:00:33 +0000 2014																		
3351	503558466204487680	RT @nbcbayarea: Latest on 6.0 #earthquake that struck the Bay Area this morning:  http://t.co/EsWKIsXiBS	Sun Aug 24 15:04:28 +0000 2014	Fashion Galaxy	Pacific Time (US & Canada)																
3352	489455874872598528	RT @k_thl__n: Women 15-44 are more likely to be injured/die from male violence than from traffic accidents,cancer,malaria,and the effects o…	Wed Jul 16 17:05:48 +0000 2014		Atlantic Time (Canada)																
3353	538513588928122880	@Sea_Bunker The Riot crew was pretty split on it, from what I recall (haven't read it).	Sat Nov 29 02:03:39 +0000 2014	Richmond, VA	Eastern Time (US & Canada)																
3354	499799553877348354	@MacDaddyRiq oh wait. This is awkward..... You're not the one with malaria ?...	Thu Aug 14 06:07:54 +0000 2014		Alaska	38.691084	-121.371474	ee9341f90ab895d5													
